created_at;id;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;geo;lang;user_id_str;conversation_id;conversation_id_str;media_url_https;media_type;username
Tue Oct 04 10:43:00 +0000 2022;1577247912559460400;1577247912559460353;"Narasi yang diedarkan, perempuan yang mengaku sebagai pemilik toko dawet mengatakan bahwa tewasnya ratusan suporter Arema FC tidak disebabkan penggunaan gas air mata yang ditembakkan oleh polisi. / #Kanjuruhan #Malang #JernihkanMelihatDunia \n\nhttps://t.co/dAoB498DvH";1;6;3;5;;in;23343960;1577247912559460400;1577247912559460353;"";"";kompascom
Tue Oct 04 08:24:51 +0000 2022;1577213146439118800;1577213146439118849;"@Arie_Kriting Supporter tetep perlu belajar dari setiap tragedi udah , polisi juga tetep juga memahami aturan yg fifa itu tapi ga paham sih aturan bola, yg jelas sudah banyak supporter mati sia2 hanya karena anarkis udah ... Enggak hanya di kanjuruhan doank yg udah2 ... Punten";0;0;0;0;;in;901112173929181185;1577171549266022400;1577171549266022400;"";"";nheta_angela
Tue Oct 04 02:25:16 +0000 2022;1577122653311467500;1577122653311467520;"Narasi yg menyalahkan supporter Arema FC sudah disebarkan oleh Buzzerp, termasuk Ade Armando. https://t.co/TYeMSP1h5Z";2867;3355;3753;9643;;in;1142030368742133760;1577122653311467500;1577122653311467520;"https://pbs.twimg.com/ext_tw_video_thumb/1577122626954498048/pu/img/Qyypny3MldWtKE-Y.jpg";"photo";OnlyFrens
Tue Oct 04 07:44:39 +0000 2022;1577203027127070700;1577203027127070720;"Lantas sebutan apakah yang pantas buat polisi yang menembakan banyaknya gas air mata kepada supporter yang ada di Kanjuruhan? Preman Arogan?atau Pembunuh?";0;0;0;0;;in;1483457073602252804;1577203027127070700;1577203027127070720;"";"";gentargobangjay
Tue Oct 04 07:57:19 +0000 2022;1577206214815273000;1577206214815272960;"Soal Kanjuruhan...sy hny bingung..terlepas dari soal gas air mata oleh polisi...kesalahan tetap ada di supporter tuan rumah yg nota bene tidak mau menerima kekalahan tim nya..\nEfeknya...kematian rekan2 supporter dan hukuman oleh FIFA menanti...pelajaran berharga bagi semua club";0;0;0;0;;in;170177558;1577206214815273000;1577206214815272960;"";"";handrisontea
Tue Oct 04 07:19:22 +0000 2022;1577196666700304400;1577196666700304384;"Tragedi Kanjuruhan: Suporter Turun Lapangan Minta Polisi Agar Tak Pakai Gas Air Mata Justru Dapat Pukulan https://t.co/Aq9Qx9RZNg\nKengerian di Pintu 13 #PenakSeduluran Hoax Siang Alhamdulillah #KanjuruhanBerdukaCita #kanjuruhan #AremavsPersebaya #Aremanita  #TRAGEDIKANJURUHAN";0;0;0;1;;in;122296793;1577196666700304400;1577196666700304384;"";"";_bukankamu_
Tue Oct 04 07:33:00 +0000 2022;1577200095119843300;1577200095119843331;"Video Ade Armando Bela Polisi dan Salahkan Suporter Soal Tragedi Kanjuruhan Malang https://t.co/EjwIEAqwtg via @Indopolitika";0;0;0;0;;in;1645980546;1577200095119843300;1577200095119843331;"";"";Indopolitika
Tue Oct 04 07:54:08 +0000 2022;1577205414063911000;1577205414063910913;"@DivHumas_Polri tanya balik: kok bisa kelen evakuasi suporter itu? YA KARENA KELEN SEMPROT GAS AER MATA. ya Allah biadab dan nir otak betul institusi satu ini. Al-fatihah untuk seluruh korban pembunuhan polisi di Kanjuruhan";0;0;0;1;;in;1372103890364100613;1576943452943569000;1576943452943568896;"";"";avonturirkadut
Tue Oct 04 05:59:42 +0000 2022;1577176618346258400;1577176618346258432;"@PariAgoes @acisnuna @JesWashington Itu foto polisi yg lg nembak kyknya bukan yg di Kanjuruhan deh, soalnya baju suporter biru nya kyk biru Persib, itu jg kyk ada lambang Persib";0;1;0;0;;in;1370315553810739203;1576871538002829300;1576871538002829312;"";"";vavivavevo
Tue Oct 04 05:40:56 +0000 2022;1577171891508244500;1577171891508244480;"Soal Tragedi Kanjuruhan Malang, Ade Armando Malah Salahkan Suporter Arema, Polisi Dibela\nhttps://t.co/Ty3nchWJFe";0;0;0;0;;in;1512483442600341505;1577171891508244500;1577171891508244480;"";"";BeritakanID_com
Tue Oct 04 05:34:03 +0000 2022;1577170161307553800;1577170161307553792;"@MafiaWasit tapi gak bijak ketika permasalahan utama tragedi kanjuruhan tertuju pada polisi, kalian sadar gak ,sejak ada testimoni bentrokan masa lalu kalian, semua media kompak ngehoax berjamaah tentang bentrokan yg gak terjadi? liat buzzer ade armando yg pedenya nyalahin suporter?";0;1;0;0;;in;946673062732292096;1576979121682649000;1576979121682649088;"";"";Last__Sword
Tue Oct 04 07:33:05 +0000 2022;1577200117354053600;1577200117354053637;"Video Ade Armando Bela Polisi dan Salahkan Suporter Soal Tragedi Kanjuruhan Malang https://t.co/EjwIEA8VBI";0;0;0;0;;in;1645980546;1577200117354053600;1577200117354053637;"";"";Indopolitika
Tue Oct 04 08:04:16 +0000 2022;1577207965697941500;1577207965697941505;"Bela Polisi Soal Tragedi Kanjuruhan, Ade Armando : Suporter Arema Sok Jagoan https://t.co/9sRBajJfqf";0;0;0;0;;in;873935022415241216;1577207965697941500;1577207965697941505;"";"";AraPermanaPutra
Tue Oct 04 07:30:57 +0000 2022;1577199578117419000;1577199578117419008;"Polres Pasaman, Sumatera Barat.\nJajaran Polres Pasaman Melaksanakan Kegiatan Sholat Gaib, Tahlilan, dan Doa bersama untuk Korban Suporter dan polisi saat Kericuhan Laga Arema Vs Persebaya yang terjadi di Stadion Kanjuruhan, Malang pada Sabtu malam WIB Tanggal 1 Oktober 2022 https://t.co/dNGYCuV6YQ";0;0;0;0;;in;1184419459936612352;1577199578117419000;1577199578117419008;"https://pbs.twimg.com/media/FeNWnIXVIAAEb90.jpg";"photo";polrespasaman
Tue Oct 04 07:18:20 +0000 2022;1577196406959657000;1577196406959656960;"Tragedi Kanjuruhan: Suporter Turun Lapangan Minta Polisi Agar Tak Pakai Gas Air Mata Justru Dapat Pukulan https://t.co/Aq9Qx9RZNg\nKengerian di Pintu 13 Aldi taher #AHYAsalBicara #KalianPantasMati #SegeraTangkapLukas Ade Armando #JENNIE Ajeng Kapolda BuzzeRp ARMY Ariel Tatum Jonan";0;0;0;0;;in;122296793;1577196406959657000;1577196406959656960;"";"";_bukankamu_
Tue Oct 04 08:04:18 +0000 2022;1577207972719116300;1577207972719116288;"Bela Polisi Soal Tragedi Kanjuruhan, Ade Armando : Suporter Arema Sok Jagoan https://t.co/Uf3P0rn1sq";0;0;0;0;;in;1368609883830939648;1577207972719116300;1577207972719116288;"";"";mediasekato
Tue Oct 04 07:53:53 +0000 2022;1577205349505171500;1577205349505171456;"Ade Armando: Suporter Arema Keterlaluan Merusak dan Menyerang, Kok Polisi yang Disalahkan? https://t.co/hHhz7EPu7q lewat @Indeks News #sepakbolaindonesia #SepakBola #kanjuruhan";0;0;0;0;;in;743014347337785344;1577205349505171500;1577205349505171456;"";"";indeksncom
Tue Oct 04 05:15:00 +0000 2022;1577165366089814000;1577165366089814016;"Soal Tragedi Kanjuruhan Malang, Ade Armando Malah Salahkan Suporter Arema, Polisi Dibela\nhttps://t.co/vwe4PDaG5a";0;1;2;6;;in;1243804423001763841;1577165366089814000;1577165366089814016;"";"";democrazymedia
Tue Oct 04 05:38:59 +0000 2022;1577171402511114200;1577171402511114240;"Sosok Prajurit TNI yang Tendang Suporter Sudah Diperiksa Pusat Polisi Militer Angkatan Darat\nsumber: https://t.co/3J7jDqYTp7\n\n#Kanjuruhan #KanjuruhanBerdukaCita #aremania #TNIAD #tentara \nAremania\nFIFA \nNew York Times https://t.co/2IV40qK531";1;0;0;0;;in;115936810;1577171402511114200;1577171402511114240;"https://pbs.twimg.com/media/FeM882DUYAACXiZ.jpg";"photo";tribunpontianak
Tue Oct 04 07:57:59 +0000 2022;1577206383128498200;1577206383128498177;"@Arie_Kriting Yang menuduh ini murni kesalahan supporter adalah Buzzer Gila. \nPara Buzzer ini Bela pihak kepolisian. Karena Polisi adalah bagian dari Pemerintah. \nJadi sesungguhnya mereka bela Pemerintah. \nTragedi Kanjuruhan harus jadi evaluasi menyeluruh pemerintah dan PSSI.";0;0;0;0;;in;1421323518164180992;1577171549266022400;1577171549266022400;"";"";JohanZaba
Tue Oct 04 06:07:36 +0000 2022;1577178602663075800;1577178602663075840;"https://t.co/tGPBu8Tlmf\n\nGas air mata disebut-sebut memicu banyaknya korban jiwa dalam Tragedi Kanjuruhan. Viral sebuah momen suporter dibentak polisi saat meminta jangan ditembaki.";0;0;0;0;;in;148342161;1577178082409992200;1577178082409992192;"";"";hamidahzahra
Tue Oct 04 07:56:52 +0000 2022;1577206102554353700;1577206102554353664;"Ade Armando menjadi sorotan setelah blak-blakan membela polisi dalam tragedi Kanjuruhan. Ia menyalahkan suporter Arema yang turun ke lapangan.\n#adearmando #PrayForKanjuruhan #polisi #kapoldajatim #liga1 #arema #malang #kanjuruhan #persebaya #ade\n\nhttps://t.co/txzyPgQwC9";0;0;0;0;;in;1252799572893511683;1577206102554353700;1577206102554353664;"";"";TribunLombokcom
Tue Oct 04 06:57:00 +0000 2022;1577191035364847600;1577191035364847616;"Cilacap Bersama Malang! Pemain, Suporter PSCS hingga Polisi Gelar Sholat Gaib Bagi Korban Tragedi Kanjuruhan\n https://t.co/P8ZKDewrZO";0;0;0;0;;in;1453124783944572936;1577191035364847600;1577191035364847616;"";"";cilacapupdate1
Tue Oct 04 03:48:39 +0000 2022;1577143634897473500;1577143634897473538;"Kapolri menawarkan salah satu anak dari korban meninggal dunia untuk masuk menjadi anggota kepolisian. YNR \n\nSelengkapnya https://t.co/u1bsbqPRiD\n\n#SeputariNewsRCTI #Kapolri #TragediKajuruhan #Arema #Persebaya #Malang #Polisi #Kanjuruhan #StasionKanjuruhan #Suporter #Liga1 https://t.co/ChkzRulvsG";0;0;0;1;;in;132078023;1577143634897473500;1577143634897473538;"https://pbs.twimg.com/media/FeMjmTlVIAAWoNC.jpg";"photo";OfficialiNewsTV
Tue Oct 04 03:51:02 +0000 2022;1577144235287281700;1577144235287281664;"Gas air mata disebut-sebut memicu banyaknya korban jiwa dalam Tragedi Kanjuruhan. Viral sebuah momen suporter dibentak polisi saat meminta jangan ditembaki. https://t.co/n390UfjefF";0;0;0;0;;in;1520998271161831424;1577144235287281700;1577144235287281664;"";"";tauberitamedia
Tue Oct 04 03:47:27 +0000 2022;1577143334665355300;1577143334665355264;"Pemerintah memberikan santunan pada keluarga korban dari 125 korban tragedi Kanjuruhan.\n\n#iNews #TragediKanjuruhan #StadionKanjuruhan #Malang #Kericuhan #Sepakbola #Polisi #Suporter #TragediKelam #Santunan #keluargaKorban #125KorbanJiwa https://t.co/zQk0vmRDlZ";0;1;1;4;;in;375995332;1577143334665355300;1577143334665355264;"https://pbs.twimg.com/amplify_video_thumb/1577132235375140864/img/wrkORXdNWjgFwBUd.jpg";"photo";SeputariNews
Tue Oct 04 04:52:49 +0000 2022;1577159782762696700;1577159782762696705;"@SiaranBolaLive Saya ga belain Polisi didalam stadion atw orang ini\n\nTapi ente juga harus Objektif suporter juga gak suci amat\n\nJika malam itu Pemain Persebaya tidak memakai Rantis Brimob nyawa mereka sangat terancam\nDihadang ribuan aremania dilempar batu ke arah mereka\n\nSisi lain Kanjuruhan";0;0;0;0;;in;105706940;1577132996251250700;1577132996251250688;"";"";joe_uruha
Tue Oct 04 03:47:16 +0000 2022;1577143288733499400;1577143288733499393;"Sejumlah Warga di beberapa daerah melangsungkan Salat Gaib dan tahlillan untuk mendoakan korban tragedi Kanjuruhan. TWS\n\n#iNews #TragediKanjuruhan #StadionKanjuruhan #Malang #Kericuhan #Sepakbola #Polisi #Suporter #TragediKelam #SalatGaib #Masyarakat https://t.co/fHbS2NCjih";0;1;0;2;;in;375995332;1577143288733499400;1577143288733499393;"https://pbs.twimg.com/amplify_video_thumb/1577132235379322881/img/iymmGjZY-wef_83X.jpg";"photo";SeputariNews
Tue Oct 04 05:00:45 +0000 2022;1577161781553741800;1577161781553741824;"Bela Tindakan Polisi dalam Tragedi Kanjuruhan,\nAde Armando Malah Salahkan Suporter Arema: Sok Jagoan &amp; Bergaya Preman\n\nhttps://t.co/c19RHPBzEA\n#adearmando #salahkan #suporter #arema https://t.co/YEX6n6Tz8F";1;0;0;4;;in;567966875;1577161781553741800;1577161781553741824;"https://pbs.twimg.com/media/FeM0RnIVIAIwSPl.jpg";"photo";lawjusticeco
Tue Oct 04 04:05:13 +0000 2022;1577147804715454500;1577147804715454464;"PSSI sesalkan suporter yang turun ke lapangan dalam tragedi Kanjuruhan. \n\nLalu, kapan PSSI sesalkan Polisi tembakkan gas airmata yang menyebabkan kematian ratusan nyawa manusia di Stadion Kanjuruhan?";0;0;0;0;;in;52319356;1577147804715454500;1577147804715454464;"";"";OkaWijaya
Tue Oct 04 05:01:55 +0000 2022;1577162073041424400;1577162073041424385;"Tragedi setragis #kanjuruhan pun dibawa-bawa ke politik. Yang menyalahkan supporter berarti cebong, yang menyalahkan polisi berarti kadrun.\n\nHabis ini sekalian diarahkan juga ke agama. Biar bisa ngafir-ngafirkan salah satunya.\n\nEmang bangsat semua nggak punya empati ke korban!!";1;0;4;27;;in;185156524;1577162073041424400;1577162073041424385;"";"";hasyimmah
Tue Oct 04 05:03:48 +0000 2022;1577162549342089200;1577162549342089216;"@bwrrygoodz @idextratime pun kalau dalam emergency plan memang gas air mata dibolehkan,,, apa yang jadi tolak ukur kejadian kanjuruhan itu termasuk emergency plan? suporter bawa sajam? nggak. suporter bawa senpi? nggak juga. lalu apa keharusan polisi menembak gas air mata?!!!";0;0;0;0;;in;1528405945004756993;1577086745006379000;1577086745006379009;"";"";fikrizaini1
Tue Oct 04 04:04:35 +0000 2022;1577147644647915500;1577147644647915521;"Dengan adanya ade armando ikut berkomentar terkait siapa yang salah dalam tragedi di kanjuruhan, yang membela polisi dan menyudutkan suporter. \nFix polisi yang salah.";0;0;0;0;;in;250774202;1577147644647915500;1577147644647915521;"";"";ikokurkur
Tue Oct 04 04:54:26 +0000 2022;1577160190167613400;1577160190167613440;"@OnlyFrens BUZZERP kek Dosen Universitas Indonesia ADE ARMANDO sudah berbicara menyebarkan kambing hitam tragedi berdarah liga 1 sepakbola di kanjuruhan ke suporter arema. REJIM JOKOWI SAHABAT POLRI lah wong yang melaporkan Baim Wong+Paula Verhoeven je SAHABAT POLISI yak biar PENCITRAAN";0;0;0;0;;in;2310328974;1577122653311467500;1577122653311467520;"";"";eliswija
Tue Oct 04 03:50:31 +0000 2022;1577144108199841800;1577144108199841793;"Polisi, TNI, Pemkot dan Suporter Kota Tangerang Doa Bersama Solidaritas Tragedi Stadion Kanjuruhan - Progresif Jaya | Berita Terkini Nusantara #infobanten https://t.co/fuHZ3IiRzs https://t.co/tDzOccDyxy";0;0;0;0;;in;1024936056674639872;1577144108199841800;1577144108199841793;"https://pbs.twimg.com/media/FeMkNCIUoAAKm9Z.jpg";"photo";katalogbanten
Tue Oct 04 03:53:18 +0000 2022;1577144804601122800;1577144804601122818;"Gas air mata disebut-sebut memicu banyaknya korban jiwa dalam Tragedi Kanjuruhan. Viral sebuah momen suporter dibentak polisi saat meminta jangan ditembaki.\n\nKaaaaaannnn https://t.co/L170QeobQV";0;0;0;0;;in;226132727;1577144804601122800;1577144804601122818;"";"";Galihgondrong
Tue Oct 04 03:49:04 +0000 2022;1577143740929802200;1577143740929802241;"Video Suporter Arema Minta ke Polisi Agar Tak Pakai Gas Air Mata saat Tragedi Kanjuruhan https://t.co/Xw0MZUrFka #TempoVideo";0;0;6;5;;in;18129942;1577143740929802200;1577143740929802241;"";"";tempodotco
Tue Oct 04 04:33:33 +0000 2022;1577154934029504500;1577154934029504514;"Innalillahi Wa Inna Ilaihi Rajiun\n33 Anak Meninggal Dunia di Tragedi Kanjuruhan\nhttps://t.co/ctwjanxJNH\nPolisi Pembunuh melakukan Pembantaian.\nMelepas Gas Air Mata ke tribun smtr akses pintu kluar msh tertutup\n\nSuporter panik, sesak nafas, berdesak-desakan menumpuk di pintu kluar";0;0;0;0;;in;1389677278615924737;1577140264203825200;1577140264203825152;"";"";_melody_mellow
Tue Oct 04 04:55:55 +0000 2022;1577160565151060000;1577160565151059968;"Tragedi Kanjuruhan, Media Asing Soroti Polisi Pakai Gas Air Mata ke Suporter\n\n#Kabardpr #news #TaregdiKanjuruhan #KanjuruhanBerdukaCita #kanjuruhan #kanjuruhanberduka #PresisiPolisiTerburuk #KalianPantasMati FIFA Aremania\n\nhttps://t.co/7WHi3VxERg";0;0;0;0;;in;1537432479791202304;1577160565151060000;1577160565151059968;"";"";kabar_dpr
Tue Oct 04 04:25:32 +0000 2022;1577152918503161900;1577152918503161856;"SDM rendah melahirkan generasi yang kurang bisa mengkontrol emosi. problematika kanjuruhan dimulai dari kelompok supporter yang mayoritas demikian. so crowded uncontrolled. kualitas polisi indonesia yang sangat tidak bijak juga jadi pendorong kericuhan. and then you could see it.";0;0;0;0;;in;1279742802889281539;1577152918503161900;1577152918503161856;"";"";clusdvl
Tue Oct 04 04:20:59 +0000 2022;1577151772203720700;1577151772203720721;"@ZALEVA1994 @AremafcOfficial Ingat bro, MULUTMU HARIMAUMU. Kita enggak pernah akan tahu apa yang akan terjadi dengan diri kita di masa depan. Dan jangan kau pikir apa yang terjadi di Kanjuruhan adalah sebuah kesengajaan. Kalau menurutmu yang korban adalah polisi, lalu para supporter mau kau sebut sbg pelaku?";0;0;0;0;;in;165740324;1576493512295473200;1576493512295473152;"";"";bayuaji_sp
Tue Oct 04 04:38:29 +0000 2022;1577156176713638000;1577156176713637888;"Kericuhan suporter Areman FC yang bentrok melawan polisi buntut kekalahan Arema FC dalam pertandingan Liga 1 melawan Persebaya Surabaya dengan skor 2-3 di Stadion Kanjuruhan, Malang, Sabtu (1/10/2022) malam. \n#KitaBerduka";0;0;0;0;;in;1219063624699768832;1577156176713638000;1577156176713637888;"";"";LiliAngelica6
Mon Oct 03 04:55:42 +0000 2022;1576798121002422300;1576798121002422273;"Supporter anarkis bukan satu2nya yg salah, tapi ya salah juga.\n\nPolisi bukan satu2nya yg salah, tapi ya salah juga.\n\nPanpel bukan satu2nya yg salah, tapi ya salah juga.\n\nJadi klo ada yg bilang mereka salah, ga usah dibelain sambil nuding yg lain. Ya terima aja klo salah.";2;5;16;69;;in;185156524;1576798121002422300;1576798121002422273;"";"";hasyimmah
Tue Oct 04 04:20:35 +0000 2022;1577151670890340400;1577151670890340352;"Personel Polri saling bahu membahu untuk menyelamatkan para korban supporter pasca kerusuhan di Stadion Kanjuruhan, Malang, Jawa Timur usai laga Arema FC vs Persebaya Surabaya, Sabtu (1/10). Para insan Bhayangkara ini membawa para korban yang terlihat lemas. https://t.co/rJqUFxF6Qg";0;0;2;8;;in;1435471011894292481;1577151670890340400;1577151670890340352;"https://pbs.twimg.com/ext_tw_video_thumb/1577151275296120833/pu/img/pdmgHFWCx4yxwkv-.jpg";"photo";polisi_soljer
Tue Oct 04 02:44:05 +0000 2022;1577127387523084300;1577127387523084288;"Banyak pihak yg salah dlm tragedi Kanjuruhan. Suporter yg masuk ke lapangan, panitia yg lebih mementingkan cuan dgn menjual tiket overkapasitas, PT. LIB dan Televisi yg mementingkan rating dan memaksa harus tanding malam, aparat polisi yg memerintah dan menembakkan gas air mata";0;1;0;0;;in;90362628;1577127384117313500;1577127384117313536;"";"";farhankudosan
Mon Oct 03 07:56:07 +0000 2022;1576843525609894000;1576843525609893888;"Polisi Periksa CCTV di 32 Titik Sekitar Stadion Kanjuruhan dan 6 Ponsel, Cari Pelaku Perusakan https://t.co/ewvhvzTdzl https://t.co/OoFwvfL6K0";843;1563;272;1881;;in;71436318;1576843525609894000;1576843525609893888;"https://pbs.twimg.com/media/FeIS1J4aUAUvzye.jpg";"photo";KompasTV
Tue Oct 04 02:33:33 +0000 2022;1577124737142046700;1577124737142046720;"Harus percaya ke media mana agar kami bisa percaya? Bahkan sampai ada klarifikasi dari Klub Arema sendiri ke medianya. Tragedi Kanjuruhan itu murni Bentrok Polisi dan Supporter. (Baca : Supporter dibunuh *oknum* Isilop)";0;0;0;0;;in;376200713;1577124737142046700;1577124737142046720;"";"";kresnaprasma
Tue Oct 04 03:11:01 +0000 2022;1577134167607120000;1577134167607119872;"#PASURUANINFO\n\nSebanyak 127 orang menjadi korban tewas dalam kerusuhan di Stadion Kanjuruhan, Malang. Korban yang tewas itu terdiri dari suporter Arema FC dan anggota polisi.\n\nSelengkapnya⬇️⬇️⬇️\nhttps://t.co/HAzvJQQuq1 https://t.co/Vd3n9yi6rV";0;1;0;1;;in;1422902982421598208;1577134167607120000;1577134167607119872;"https://pbs.twimg.com/media/FeMazCCacAAxy8H.jpg";"photo";pasuruaninfo_
Tue Oct 04 01:32:27 +0000 2022;1577109358575353900;1577109358575353857;"@CNNIndonesia Efek tragedi Kanjuruhan suporter minta polisi tak barbar ekstrim";0;0;0;1;;in;67303292;1577012689229926400;1577012689229926400;"";"";yudharamon
Tue Oct 04 00:48:05 +0000 2022;1577098194609410000;1577098194609410049;"Polisi dan Suporter Tangerang Nyalakan Lilin Duka Tragedi Kanjuruhan https://t.co/RWsMgC1w7d";0;0;2;3;;in;95141299;1577098194609410000;1577098194609410049;"";"";VIVAbola
Tue Oct 04 03:05:37 +0000 2022;1577132807393902600;1577132807393902593;"apa aing bilang. MANA MUNGKIN MEDIA MASSA INDONESIA MAU MEMBERITAKAN KEBENERAN TRAGEDI BERDARAH LIGA 1 SEPAKBOLA DI KANJURUHAN. Turun marwah rejim jokowi sahabat polisi di mata dunia dong ah. POKOKE BENTROK ANTAR SUPORTER AREMA-PERSEBAYA PALING PAS MESKI GAK ADA KEHADIRAN BONEK";0;0;0;1;;in;2310328974;1577132807393902600;1577132807393902593;"";"";eliswija
Tue Oct 04 02:12:03 +0000 2022;1577119324472762400;1577119324472762368;"Polisi, TNI, Pemkot dan Suporter Kota Tangerang Doa Bersama Solidaritas Tragedi Stadion Kanjuruhan https://t.co/W7x1lGqZ3R";0;0;0;1;;in;1511673570505928705;1577119324472762400;1577119324472762368;"";"";kabarindcyber
Tue Oct 04 01:59:52 +0000 2022;1577116260441411600;1577116260441411584;"Dalam kasus Kanjuruhan.\nTidak sepenuhnya polisi salah, panitia-PSSI-oknum supporter juga patut disalahkan, karena mereka ikut andil dalam kerusuhan, secara langsung atau tidak langsung.";0;0;0;0;;in;1272658098868477952;1577116260441411600;1577116260441411584;"";"";tokyo_dope666
Tue Oct 04 00:36:15 +0000 2022;1577095215348785200;1577095215348785152;"Waspada Tragedi Kanjuruhan sudah ditunggangi politik.\n\nPro Oposisi: Polisi yang salah, represif, bukti kebiadaban pemerintah\n\nPro Pemerintah: Suporter yang salah, beringas macam kadrun\n\nKalo udh nemu akun2 buzzer dan influencer non-sepak bola mending ga usah ditanggepin.";1;1;8;8;;in;58827054;1577095215348785200;1577095215348785152;"";"";PaundraJuve
Tue Oct 04 03:01:02 +0000 2022;1577131651930284000;1577131651930284032;"Viral Video Suporter di Kanjuruhan Memohon Polisi Tak Tembak Gas Air Mata \n\n#Kanjuruhan #Malang #AremaFC #Polisi\nhttps://t.co/laqeg7ynzN";0;0;0;2;;in;174631261;1577131651930284000;1577131651930284032;"";"";Kilat_com
Tue Oct 04 01:53:50 +0000 2022;1577114740756619300;1577114740756619264;"Yg menyalahkan polisi dalam tragedi Kanjuruhan pasti belum pernah ketemu rombongan supporter dijalanan, bgmn arogannya mereka";0;0;0;0;;in;278406142;1577114740756619300;1577114740756619264;"";"";celebingkah49
Tue Oct 04 02:08:18 +0000 2022;1577118381789937700;1577118381789937664;"@demonslayerhime Jadi gini mba\n\nAkun tsb jadi bemper/buzzer polisi dgn selalu menyalahkan suporter saar tragedi stadion Kanjuruhan tanpa menerima fakta2 yg ada dan juga sering koar2 sesuatu yg bahkan dia aja gk tau.";0;0;0;0;;in;1230799938940022787;1576754080210641000;1576754080210640896;"";"";Alpha_Phoenix__
Tue Oct 04 03:06:59 +0000 2022;1577133150932959200;1577133150932959234;"Ikuti do’a bersama mengenang tragedi Kanjuruhan, Aremania Blitar Raya meminta polisi mengusut tuntas peristiwa tragis itu.\n\nSupporter Aremania Blitar Raya mengikuti do’a bersama yang digelar Forkopimda di Pendopo Ronggo Hadi Negoro pada Senin 3 Oktober 2022 malam. Selain Aremania https://t.co/uX5DCU5Nyd";0;1;1;3;;in;100132119;1577133150932959200;1577133150932959234;"https://pbs.twimg.com/ext_tw_video_thumb/1577133098659037184/pu/img/5RM5ri27zX3cRR6A.jpg";"photo";radiopatria
Tue Oct 04 03:46:29 +0000 2022;1577143090212544500;1577143090212544513;"Pemerintah Kabupaten (Pemkab) Malang akan menanggung biaya pengobatan suporter yang menjalani perawatan di rumah sakit akibat kerusuhan itu.\n\n#SeputariNewsRCTI #Kapolri #TragediKajuruhan #Arema #Persebaya #Malang #Polisi #Kanjuruhan #StasionKanjuruhan #Suporter #Liga1 https://t.co/E3adtP3xSk";0;0;0;0;;in;132078023;1577143090212544500;1577143090212544513;"https://pbs.twimg.com/media/FeMjRWtVQAEt0bg.jpg";"photo";OfficialiNewsTV
Mon Oct 03 15:49:05 +0000 2022;1576962553380409300;1576962553380409344;"Dear @hariankompas , tidak ada supporter Persebaya yang datang ke Kanjuruhan apalagi sampai turun ke lapangan. Ini tulisan ngawur dan tidak berdasarkan fakta https://t.co/pUCetrAdhF";494;955;5424;22160;;in;141260743;1576962553380409300;1576962553380409344;"https://pbs.twimg.com/media/FeJ_EkgUUAElKQp.jpg";"photo";AremaFC
Tue Oct 04 02:57:34 +0000 2022;1577130780094271500;1577130780094271490;"Perusakan? Kayaknya polisi ini bner2 mempelajari gimana caranya polisi di UK menutupi fakta kasus Hillsborough sampai puluhan tahun...polanya sama,  supporter yg salah... JFT Kanjuruhan...";0;0;0;0;;in;47617671;1577130780094271500;1577130780094271490;"";"";Al_va
Tue Oct 04 00:42:18 +0000 2022;1577096741018824700;1577096741018824704;"Video saat Suporter Arema Minta ke Polisi Agar Tak Pakai Gas Air Mata saat Tragedi Kanjuruhan - Video https://t.co/48S3FDxrPn \n https://t.co/Za11i0Proj";0;0;0;0;;in;464759910;1577096741018824700;1577096741018824704;"";"";syarifntoke
Tue Oct 04 02:35:20 +0000 2022;1577125186238763000;1577125186238763009;"@uremurders @mistersatriaa @tajidrajat @hikmatdarmawan Koyok ngunu gak brutal? Jangan menyudutkan 1 pihak ae bro. Banyak yang salah atas tragedi kanjuruhan. Suporter &amp; Panpel juga salah bukan polisi tok!";0;0;0;0;;in;1154794916347666433;1576473037460754400;1576473037460754432;"";"";aretuptucep
Tue Oct 04 02:33:45 +0000 2022;1577124788937494500;1577124788937494528;"Puluhan Suporter Persikota Dan Polisi Doa Bersama Bagi Korban Stadion Kanjuruhan https://t.co/CZLiBXdRqp";0;0;0;1;;in;2346583980;1577124788937494500;1577124788937494528;"";"";syafrilelain1
Tue Oct 04 03:00:17 +0000 2022;1577131463040209000;1577131463040208896;"Viral! Video Suporter di Kanjuruhan Minta Polisi Tidak Tembakkan Gas Air Mata Dibalas Bentakan https://t.co/iftroZuDHv";0;0;0;0;;in;219527452;1577131463040209000;1577131463040208896;"";"";suaramerdeka
Tue Oct 04 01:22:45 +0000 2022;1577106920850493400;1577106920850493440;"Seorang suporter Arema memohon polisi untuk tidak menembakkan gas air mata saat Tragedi Kanjuruhan, Sabtu (1/10). Penonton yang bernama Yohanes itu mengaku dibentak dan dipukul aparat. https://t.co/8WG1M1OBLj #CNNIndonesia https://t.co/zidG9CpvE5";102;190;1875;3722;;in;17128975;1577106920850493400;1577106920850493440;"https://pbs.twimg.com/media/FeMCJMtakAEv_MS.jpg";"photo";CNNIndonesia
